         Date  1 mo  3 mo  6 mo  1 yr  2 yr  3 yr  5 yr  7 yr  10 yr  20 yr  30 yr
75   04/20/18  1.65  1.81  2.01  2.22  2.46  2.62  2.80  2.91   2.96   3.04   3.14
76   04/23/18  1.69  1.87  2.04  2.25  2.49  2.64  2.83  2.94   2.98   3.05   3.15
77   04/24/18  1.70  1.87  2.05  2.25  2.48  2.63  2.83  2.95   3.00   3.08   3.18
78   04/25/18  1.65  1.85  2.03  2.26  2.49  2.64  2.84  2.97   3.03   3.12   3.21
79   04/26/18  1.62  1.82  2.02  2.25  2.49  2.63  2.82  2.95   3.00   3.08   3.18
80   04/27/18  1.62  1.82  2.02  2.24  2.49  2.62  2.80  2.92   2.96   3.03   3.13
81   04/30/18  1.65  1.87  2.04  2.24  2.49  2.62  2.79  2.91   2.95   3.01   3.11
82   05/01/18  1.68  1.85  2.05  2.26  2.50  2.66  2.82  2.93   2.97   3.03   3.13
83   05/02/18  1.69  1.84  2.03  2.24  2.49  2.64  2.80  2.92   2.97   3.04   3.14
84   05/03/18  1.68  1.84  2.02  2.24  2.49  2.62  2.78  2.90   2.94   3.02   3.12
85   05/04/18  1.67  1.84  2.03  2.24  2.51  2.63  2.78  2.90   2.95   3.02   3.12
86   05/07/18  1.69  1.86  2.05  2.25  2.49  2.64  2.78  2.90   2.95   3.02   3.12
87   05/08/18  1.69  1.87  2.05  2.26  2.51  2.66  2.81  2.93   2.97   3.04   3.13
88   05/09/18  1.68  1.88  2.05  2.27  2.54  2.68  2.84  2.96   3.00   3.07   3.16
89   05/10/18  1.69  1.90  2.05  2.27  2.54  2.69  2.83  2.94   2.97   3.04   3.12
90   05/11/18  1.68  1.92  2.06  2.28  2.54  2.69  2.84  2.94   2.97   3.03   3.10
91   05/14/18  1.70  1.93  2.09  2.28  2.55  2.70  2.85  2.96   3.00   3.06   3.13
92   05/15/18  1.69  1.92  2.09  2.31  2.58  2.75  2.92  3.04   3.08   3.14   3.20
93   05/16/18  1.69  1.92  2.09  2.32  2.58  2.76  2.94  3.05   3.09   3.16   3.21
94   05/17/18  1.70  1.92  2.10  2.32  2.57  2.75  2.94  3.07   3.11   3.19   3.25
95   05/18/18  1.68  1.91  2.09  2.32  2.55  2.71  2.90  3.02   3.06   3.14   3.20
96   05/21/18  1.71  1.93  2.14  2.35  2.58  2.73  2.90  3.02   3.06   3.13   3.20
97   05/22/18  1.73  1.93  2.13  2.34  2.59  2.73  2.90  3.02   3.06   3.14   3.21
98   05/23/18  1.76  1.92  2.11  2.29  2.53  2.67  2.83  2.95   3.01   3.09   3.17
99   05/24/18  1.74  1.91  2.09  2.28  2.50  2.65  2.82  2.93   2.98   3.06   3.13
100  05/25/18  1.70  1.90  2.07  2.27  2.48  2.60  2.76  2.88   2.93   3.01   3.09
101  05/29/18  1.77  1.93  2.06  2.17  2.32  2.43  2.58  2.71   2.77   2.87   2.96
102  05/30/18  1.77  1.94  2.08  2.23  2.42  2.53  2.67  2.79   2.84   2.93   3.01
103  05/31/18  1.76  1.93  2.08  2.23  2.40  2.54  2.68  2.78   2.83   2.91   3.00
104  06/01/18  1.74  1.92  2.10  2.28  2.47  2.61  2.74  2.85   2.89   2.96   3.04
105  06/04/18  1.77  1.94  2.13  2.30  2.52  2.64  2.78  2.89   2.94   3.00   3.08
106  06/05/18  1.82  1.94  2.13  2.32  2.49  2.62  2.76  2.87   2.92   2.99   3.07
107  06/06/18  1.81  1.95  2.13  2.32  2.52  2.65  2.81  2.93   2.97   3.05   3.13
108  06/07/18  1.78  1.94  2.12  2.31  2.50  2.63  2.77  2.88   2.93   3.00   3.08
109  06/08/18  1.78  1.93  2.12  2.30  2.50  2.63  2.77  2.88   2.93   3.00   3.08
110  06/11/18  1.82  1.94  2.11  2.32  2.52  2.66  2.80  2.91   2.96   3.02   3.10
111  06/12/18  1.81  1.92  2.10  2.31  2.54  2.67  2.81  2.91   2.96   3.02   3.09
112  06/13/18  1.82  1.94  2.09  2.35  2.59  2.71  2.85  2.95   2.98   3.04   3.10
113  06/14/18  1.81  1.94  2.07  2.35  2.59  2.69  2.81  2.90   2.94   2.99   3.05
114  06/15/18  1.82  1.94  2.07  2.35  2.55  2.68  2.81  2.89   2.93   2.98   3.05
115  06/18/18  1.84  1.94  2.13  2.35  2.56  2.67  2.80  2.89   2.92   2.98   3.05
116  06/19/18  1.85  1.94  2.13  2.34  2.54  2.64  2.77  2.84   2.89   2.95   3.02
117  06/20/18  1.85  1.94  2.14  2.36  2.56  2.67  2.80  2.89   2.93   2.99   3.06
118  06/21/18  1.85  1.94  2.12  2.34  2.56  2.65  2.77  2.86   2.90   2.97   3.04
119  06/22/18  1.83  1.93  2.11  2.33  2.56  2.65  2.77  2.86   2.90   2.97   3.04
120  06/25/18  1.80  1.93  2.13  2.34  2.54  2.63  2.75  2.83   2.87   2.95   3.02
121  06/26/18  1.79  1.93  2.14  2.33  2.53  2.63  2.75  2.84   2.88   2.95   3.03
122  06/27/18  1.79  1.93  2.10  2.33  2.52  2.59  2.71  2.79   2.83   2.90   2.97
123  06/28/18  1.76  1.93  2.11  2.33  2.52  2.60  2.73  2.81   2.84   2.91   2.97
124  06/29/18  1.77  1.93  2.11  2.33  2.52  2.63  2.73  2.81   2.85   2.91   2.98
125  07/02/18  1.90  1.98  2.14  2.34  2.57  2.65  2.75  2.83   2.87   2.92   2.99
126  07/03/18  1.91  1.98  2.12  2.33  2.53  2.63  2.72  2.79   2.83   2.89   2.96
127  07/05/18  1.87  1.96  2.11  2.32  2.55  2.65  2.74  2.80   2.84   2.88   2.95
128  07/06/18  1.86  1.97  2.13  2.34  2.53  2.64  2.71  2.78   2.82   2.87   2.94
129  07/09/18  1.87  1.98  2.15  2.34  2.57  2.66  2.75  2.82   2.86   2.90   2.96
130  07/10/18  1.88  1.99  2.15  2.36  2.59  2.69  2.77  2.83   2.87   2.91   2.97
131  07/11/18  1.89  1.97  2.14  2.36  2.58  2.67  2.74  2.82   2.85   2.89   2.95
132  07/12/18  1.89  1.98  2.17  2.39  2.60  2.68  2.75  2.83   2.85   2.89   2.95
133  07/13/18  1.87  1.98  2.16  2.37  2.59  2.66  2.73  2.80   2.83   2.87   2.94
134  07/16/18  1.90  2.01  2.19  2.39  2.59  2.67  2.75  2.82   2.85   2.90   2.96
135  07/17/18  1.93  2.02  2.19  2.39  2.62  2.69  2.76  2.83   2.86   2.91   2.97
136  07/18/18  1.90  2.00  2.17  2.43  2.60  2.69  2.77  2.84   2.88   2.93   2.99
137  07/19/18  1.89  2.00  2.16  2.40  2.60  2.67  2.74  2.81   2.84   2.90   2.96
138  07/20/18  1.86  1.99  2.16  2.41  2.60  2.68  2.77  2.85   2.89   2.96   3.03
139  07/23/18  1.88  1.99  2.19  2.42  2.64  2.72  2.83  2.92   2.96   3.04   3.10
140  07/24/18  1.92  2.02  2.19  2.42  2.63  2.74  2.83  2.91   2.95   3.02   3.08
141  07/25/18  1.90  2.01  2.20  2.42  2.66  2.74  2.82  2.90   2.94   3.00   3.06
142  07/26/18  1.89  1.99  2.19  2.41  2.69  2.78  2.86  2.95   2.98   3.05   3.10
143  07/27/18  1.90  2.00  2.20  2.43  2.67  2.76  2.84  2.92   2.96   3.03   3.09
144  07/30/18  1.91  2.04  2.21  2.43  2.66  2.77  2.85  2.94   2.98   3.05   3.11
145  07/31/18  1.94  2.03  2.21  2.44  2.67  2.77  2.85  2.92   2.96   3.03   3.08
146  08/01/18  1.93  2.03  2.22  2.45  2.67  2.78  2.87  2.96   3.00   3.07   3.13
147  08/02/18  1.89  2.02  2.22  2.45  2.66  2.76  2.85  2.93   2.98   3.06   3.12
148  08/03/18  1.90  2.01  2.23  2.43  2.63  2.74  2.82  2.91   2.95   3.03   3.09
149  08/06/18  1.92  2.05  2.23  2.44  2.64  2.73  2.80  2.89   2.94   3.02   3.08
150  08/07/18  1.96  2.06  2.23  2.45  2.68  2.76  2.84  2.92   2.98   3.06   3.12
151  08/08/18  1.93  2.06  2.24  2.44  2.68  2.77  2.83  2.92   2.96   3.05   3.12
152  08/09/18  1.91  2.06  2.25  2.44  2.64  2.74  2.80  2.89   2.93   3.01   3.08
153  08/10/18  1.92  2.05  2.23  2.42  2.61  2.68  2.75  2.82   2.87   2.96   3.03
154  08/13/18  1.93  2.06  2.22  2.42  2.61  2.68  2.75  2.82   2.88   2.97   3.05
155  08/14/18  1.96  2.08  2.25  2.44  2.63  2.71  2.77  2.84   2.89   2.98   3.06
156  08/15/18  1.96  2.07  2.23  2.45  2.61  2.68  2.73  2.81   2.86   2.95   3.03
157  08/16/18  1.96  2.07  2.24  2.45  2.63  2.70  2.75  2.82   2.87   2.95   3.03
158  08/17/18  1.95  2.05  2.24  2.44  2.61  2.68  2.75  2.82   2.87   2.95   3.03
159  08/20/18  1.93  2.06  2.25  2.43  2.60  2.65  2.70  2.77   2.82   2.91   2.99
160  08/21/18  1.94  2.08  2.25  2.45  2.61  2.67  2.73  2.80   2.85   2.93   3.00
161  08/22/18  1.95  2.09  2.24  2.43  2.60  2.65  2.70  2.77   2.82   2.91   2.99
162  08/23/18  1.94  2.08  2.23  2.43  2.61  2.66  2.72  2.78   2.82   2.90   2.97
163  08/24/18  1.95  2.09  2.25  2.44  2.63  2.68  2.72  2.78   2.82   2.89   2.97
164  08/27/18  1.96  2.12  2.25  2.47  2.67  2.70  2.74  2.81   2.85   2.92   3.00
165  08/28/18  1.96  2.13  2.28  2.47  2.67  2.73  2.77  2.84   2.88   2.96   3.03
166  08/29/18  1.97  2.13  2.28  2.48  2.67  2.75  2.78  2.85   2.89   2.96   3.02
167  08/30/18  1.97  2.11  2.28  2.47  2.64  2.72  2.75  2.82   2.86   2.93   3.00
168  08/31/18  1.95  2.11  2.28  2.46  2.62  2.70  2.74  2.81   2.86   2.95   3.02
169  09/04/18  2.00  2.13  2.29  2.49  2.66  2.73  2.78  2.85   2.90   2.99   3.07
170  09/05/18  2.00  2.14  2.30  2.49  2.66  2.72  2.77  2.85   2.90   3.00   3.08
171  09/06/18  1.98  2.13  2.30  2.50  2.64  2.71  2.76  2.83   2.88   2.98   3.06
172  09/07/18  1.98  2.14  2.30  2.53  2.71  2.78  2.82  2.89   2.94   3.03   3.11
173  09/10/18  1.98  2.14  2.32  2.54  2.73  2.78  2.83  2.89   2.94   3.02   3.09
174  09/11/18  2.02  2.15  2.31  2.55  2.76  2.83  2.87  2.94   2.98   3.06   3.13
175  09/12/18  2.01  2.16  2.33  2.56  2.74  2.82  2.87  2.93   2.97   3.04   3.11
176  09/13/18  2.01  2.15  2.33  2.55  2.76  2.83  2.87  2.93   2.97   3.04   3.11
177  09/14/18  2.02  2.16  2.33  2.56  2.78  2.85  2.90  2.96   2.99   3.07   3.13
178  09/17/18  2.02  2.16  2.35  2.57  2.78  2.85  2.89  2.96   2.99   3.07   3.13
179  09/18/18  2.05  2.17  2.36  2.58  2.81  2.88  2.94  3.01   3.05   3.14   3.20
180  09/19/18  2.03  2.16  2.36  2.58  2.81  2.89  2.96  3.04   3.08   3.16   3.23
181  09/20/18  2.03  2.17  2.37  2.58  2.81  2.89  2.96  3.03   3.07   3.15   3.21
182  09/21/18  2.05  2.18  2.38  2.58  2.81  2.89  2.95  3.03   3.07   3.14   3.20
